Unnamed: 0,Canal_id,year,Canal_name,Sample_water_point,TEMP. (oC),  pH,DO (mg/l),H2S (mg/l),BOD (mg/l),COD (mg/l),SS (mg/l),TKN (mg/l),NH3N (mg/l),NO2 (mg/l),NO3 (mg/l),T-P (mg/l),T.Coliform (col/100ml),Sample_water_point (EN),Canal_name (EN),Latitude,Longitude
245,1321.0,2561,คลองสอง,ซ.วัดเกาะ สามแยก รร.ระเบียบวิทยา,28.0,7.9,2.9,0.0,10.0,44.0,48.0,8.4,3.2,0.0,1.3,0.4,110000000000.0,"Soi Wat Ko, Sam Yaek, Raababwittaya School",Khlong Song,13.874421087370700,100.58760582847200
246,1331.0,2561,คลองบางอ้อ,ถ.รถไฟสายเก่า คลังน้ำมันบางจาก,28.0,7.4,0.0,0.3,19.0,63.0,16.0,15.7,6.2,0.01,1.9,1.2,210000000000000.0,Old Train Road Bangchak Oil Depot,Khlong Bang O,13.802276934343200,100.51092009560200
247,1341.0,2561,คลองเจ็ก,ถ.รถไฟสายเก่า แฟลตเอื้ออมรสุข,28.0,7.5,0.0,0.8,18.0,59.0,9.0,11.2,4.2,0.02,2.2,1.1,210000000000000.0,Old Train Road Eua Amornsuk Flat,Khlong Chek,13.550997663798600,100.53479559087800
248,1351.0,2561,คลองบ้านหลาย,ถ.อ่อนนุช,28.0,7.5,0.0,0.4,26.0,87.0,13.0,9.5,4.2,0.02,2.4,1.2,28000000000000.0,On Nut Rd.,Khlong Ban Lai,13.707751470957500,100.62207343067200
249,1352.0,2561,คลองบ้านหลาย,ซ.พึ่งมี 50 พึ่งมีแมนชั่น,28.0,7.5,0.0,0.5,26.0,89.0,15.0,16.8,11.8,0.02,2.3,1.5,150000000000000.0,Soi Phuengmee 50 Phuengmee Mansion,Khlong Ban Lai,13.707751470957500,100.62207343067200
250,1361.0,2561,คลองเคล็ด,ถ.อ่อนนุช,28.0,7.4,0.0,0.6,31.0,92.0,13.0,12.3,5.6,0.03,2.5,1.1,1100000000000000.0,On Nut Rd.,Klong Kled,,
251,1362.0,2561,คลองเคล็ด,ถ.อุดมสุข ,28.0,7.5,0.0,0.3,21.0,65.0,16.0,14.0,9.0,0.01,2.4,1.5,1100000000000000.0,Udomsuk Rd. ,Klong Kled,,
252,1371.0,2561,คลองขวาง,ถ.เจริญกรุง 72,28.0,7.4,1.5,0.0,5.0,37.0,17.0,1.7,0.8,0.15,2.0,0.2,20000000.0,Charoen Krung Road 72,Khlong Khwang,14.025185,100.3280066
253,1381.0,2561,คลองสวนหลวง ,ปตร.สวนหลวง ถ.เจริญกรุง 76,28.0,7.3,1.0,0.0,6.0,27.0,13.0,3.4,1.5,0.13,2.0,0.2,23000000.0,"Suan Luang Police Station, Charoen Krung Road 76",Suan Luang Canal ,13.70162052404950,100.50177396634800
254,1391.0,2561,คลองบางคอแหลม,ถ.พระราม 3 ตรงข้าม ธ.กสิกรไทย,28.0,7.4,1.4,0.0,6.0,25.0,10.0,2.2,1.2,0.11,1.9,0.2,3000000.0,"Rama 3 Rd., opposite Kasikorn Bank",Khlong Bang Kho Laem,13.691777541087800,100.4973771955480
255,1401.0,2561,คลองวัดจันทร์,ถ.พระราม 3 หน้า สนง.เขตบางคอแหลม,28.0,7.4,1.8,0.0,6.0,31.0,11.0,1.1,0.8,0.09,1.9,0.2,1200000.0,"Rama 3 Road, in front of Bang Kho Laem District Office",Khlong Wat Chan,13.689307418749600,100.50081330990100
256,1411.0,2561,คลองบางโคล่น้อย,ถ.พระราม 3 โฮมโปร,28.0,7.4,1.5,0.0,7.0,35.0,18.0,1.7,1.0,0.1,2.0,0.2,40000.0,Rama 3 Rd. HomePro,Khlong Bang Khlo Noi,13.693236442043600,100.50666825663900
257,1412.0,2561,คลองบางโคล่น้อย,ถ.เจริญราษฎร์,28.0,7.4,1.6,0.0,6.0,46.0,24.0,1.7,0.8,0.11,2.0,0.2,200000.0,Charoenrat Rd.,Khlong Bang Khlo Noi,13.693236442043600,100.50666825663900
258,1421.0,2561,คลองบางโคล่,ถ.พระราม 3 โรงแรมมณเฑียรริเวอร์ไซด์,28.0,7.4,1.6,0.0,6.0,30.0,22.0,2.8,1.2,0.12,2.0,0.2,1500000.0,"Rama 3 Road, Montien Riverside Hotel",Khlong Bang Khlo,13.689782998899400,100.50910247586800
259,1431.0,2561,คลองวัดไทร,ถ.พระราม 3 วัดไกร,28.0,7.4,1.1,0.0,8.0,50.0,17.0,1.7,0.6,0.1,1.6,0.3,11000000.0,"Rama 3 Rd., Wat Krai",Khlong Wat Sai,13.691323644851300,100.51936521509000
260,1441.0,2561,คลองวัดช่องนนทรี,ถ.พระราม 3 เข้าซอย 53,28.0,7.5,1.1,0.0,8.0,34.0,23.0,1.1,0.6,0.14,1.8,0.4,240000000.0,"Rama 3 Rd., enter Soi 53.",Khlong Wat Chong Nonsi,13.692690162482400,100.54987830509000
261,1451.0,2561,คลองลำสาลี,ถ.กรุงเทพกรีฑา โรงเรียนลำสาลี,28.0,7.4,2.7,0.0,8.0,46.0,12.0,6.7,3.2,0.0,1.5,0.9,400000000.0,Krungthep Kreetha Rd. Lamsalee School,Khlong Lam Sali,,
262,1452.0,2561,คลองลำสาลี,ถ.กรุงเทพกรีฑา ซอยประชาร่วมใจ,28.0,7.5,2.9,0.0,5.0,41.0,19.0,4.5,2.2,0.42,1.7,0.7,700000000.0,Krungthep Kreetha Rd. Soi Pracha Ruamjai,Khlong Lam Sali,,
263,1461.0,2561,คลองวัดใหม่,ถ.พระราม 3 ธ.กรุงศรีอยุธยาฯ,28.0,7.5,1.2,0.0,6.0,37.0,92.0,1.7,0.6,0.09,2.0,0.2,1500000.0,"Rama 3 Rd., Bank of Ayudhya",Khlong Wat Mai,13.77268833269170,100.46673411441600
264,1471.0,2561,คลองวัดปริวาส,ถ.พระราม 3,28.0,7.5,1.5,0.0,6.0,34.0,26.0,1.7,0.6,0.11,2.0,0.2,430000.0,Rama 3 Rd.,Khlong Wat Pariwat,13.677605396759500,100.53499414365500
265,1491.0,2561,คลองวัดดอกไม้,ถ.พระราม 3 วัดดอกไม้,28.0,7.5,1.4,0.0,6.0,37.0,20.0,1.1,0.6,0.1,2.0,0.2,2400000.0,"Rama 3 Rd., Wat Dokmai",Khlong Wat Dokmai,13.7019968243943,100.524769195489
266,1501.0,2561,คลองโรงน้ำมัน,ถ.พระราม 3 ข้างปั้มน้ำมันบางจาก,28.0,7.4,1.9,0.0,5.0,26.0,10.0,2.2,1.5,0.1,2.0,0.2,200000.0,"Rama 3 Rd., next to Bangchak gas station",Oil factory canal,,
267,1513.0,2561,คลองครุ,ถ.เสรีไทย 67,28.0,7.5,0.0,0.1,25.0,77.0,6.0,3.4,2.2,0.01,2.0,1.1,240000000.0,Seri Thai Road 67,Khlong Khru,13.810256208406600,100.67540888227700
268,1531.0,2561,คลองเกร็ด,ถ.ปัญญา-เนเจอรัลปาร์ค,28.0,7.5,0.0,0.2,11.0,58.0,5.0,4.5,2.2,0.0,2.1,1.2,1100000000.0,Panya-Natural Park Rd.,Khlong Kret,13.906358393920000,100.49216657031000
269,1541.0,2561,คลองคอตัน,ถ.ปัญญา-เนเจอรัลปาร์ค,28.0,7.4,0.0,0.1,10.0,51.0,117.0,11.8,5.6,0.0,2.2,1.9,4000000.0,Panya-Natural Park Rd.,Kho Tan Canal,,
270,1551.0,2561,คลองรหัส,ถ.เสรีไทย 57,28.0,7.6,2.2,0.0,6.0,42.0,15.0,2.8,0.8,0.0,1.8,1.4,11000000.0,Seri Thai Road 57,Khlong Code,,
271,1561.0,2561,คลองลำต้นนุ่น,ถ.เสรีไทย 73,28.0,7.5,0.0,0.1,13.0,53.0,6.0,9.0,5.6,0.01,2.2,2.3,2300000000.0,Seri Thai Road 73,Khlong Thom Nun,,
272,1571.0,2561,คลองบ้านม้า,ถ.รามคำแหง สามแยกบ้านม้า,28.0,7.5,1.3,0.0,8.0,53.0,14.0,11.8,5.6,0.0,1.5,0.9,900000000.0,"Ramkhamhaeng Road, Ban Ma Intersection",Khlong Ban Ma,14.491138387788400,100.50697547679400
273,1572.0,2561,คลองบ้านม้า,ถ.รามคำแหง (สุขาภิบาล 3),28.0,7.5,2.3,0.0,6.0,48.0,6.0,3.9,2.5,0.0,1.4,0.9,2300000000.0,Ramkhamhaeng Road (Sukapiban 3),Khlong Ban Ma,14.491138387788400,100.50697547679400
274,1591.0,2561,คลองสะพานสูง,ถ.รามคำแหง หมู่บ้านกรีนเบอร์วิลล์,28.0,7.5,0.0,0.3,22.0,83.0,6.0,12.9,5.6,0.01,2.2,1.4,110000000000.0,"Ramkhamhaeng Rd., Greenberville Village",Saphan Sung Canal,,
275,1611.0,2561,คลองทับช้างล่าง,ถ.กรุงเทพกรีฑา ซ.ภราดร,28.0,7.6,3.9,0.0,10.0,49.0,8.0,2.8,1.1,0.2,1.6,0.7,700000000.0,"Krungthep Kreetha Rd., Soi Paradorn",Khlong Thap Chang Lang,13.76456708370280,100.70298431740200
276,1621.0,2561,คลองบัวคลี่,ถ.เลียบมอเตอร์เวย์ หน้าวัดลาดบัวขาว,28.0,7.6,4.5,0.0,6.0,36.0,10.0,3.9,1.1,0.0,1.5,0.8,23000000.0,Road along the motorway In front of Lat Bua Khao Temple,Khlong Bua Khli,13.584240371777900,100.70750558700100
277,1631.0,2561,คลองหลอแหล,ถ.ราษฎร์พัฒนา ซ.มิสทิน,28.0,7.6,4.0,0.0,6.0,36.0,12.0,2.8,1.5,0.21,1.6,0.8,43000000.0,"Rat Phatthana Rd., Soi Mistin",Khlong Lo Lae,13.7987768395629,100.2454025
278,1641.0,2561,คลองลำมะขาม,ถ.ฉลองกรุง,28.0,7.4,1.6,0.0,5.0,40.0,73.0,2.2,0.8,0.04,2.8,1.1,2100000.0,Chalong Krung Rd.,Khlong Lam Makham,13.782319004141100,100.81218320081100
279,1651.0,2561,คลองมะนาว,ถนนรัชดาภิเษก พระราม 4,28.0,7.5,0.0,1.0,16.0,87.0,15.0,7.3,4.5,0.0,1.5,0.9,110000000000.0,"Ratchadaphisek Road, Rama 4",Khlong Manao,"13.898475302913075, 102.30044272331106",102.300442723311
280,1661.0,2561,คลองมหาศร,เลียบคลองภาษีเจริญฝั่งเหนือ ซ.5,29.0,7.4,1.6,0.0,5.0,46.0,6.0,3.9,2.5,0.23,2.4,0.8,23000000.0,"Along Phasi Charoen Canal, North Side, Soi 5",Khlong Mahasorn,,
281,1662.0,2561,คลองมหาศร,ถ.เพชรเกษม 112 รร.เทคโนโลยีหมู่บ้านครู,29.0,7.5,2.3,0.0,6.0,45.0,22.0,4.5,2.2,0.73,3.3,0.6,45000000.0,Phetkasem Rd. 112 Kru Village Technology School,Khlong Mahasorn,,
282,1663.0,2561,คลองมหาศร,ถ.เพชรเกษม112สะพาน3แยกไปทวีวัฒนา,29.0,7.4,0.0,0.32,13.0,82.0,16.0,5.0,1.1,0.17,1.4,0.8,240000000.0,"Phetkasem Road 112, Bridge 3, intersection to Thawi Watthana",Khlong Mahasorn,,
283,1671.0,2561,คลองบางจาก,ถ.กาญจนาภิเษกก่อนถึงเดอะมอลบางแค,29.0,7.2,0.0,0.4,12.0,61.0,8.0,5.6,1.2,0.0,2.0,0.5,460000000.0,"Kanchanaphisek Rd., before reaching The Mall Bang Khae",Khlong Bang Chak,13.616893104385200,100.54199283343500
284,1672.0,2561,คลองบางจาก,ถ.พุทธมณฑลสาย2 บ่อสูบน้ำคลองบางจาก,29.0,7.4,2.6,0.0,5.0,47.0,6.0,3.4,1.1,0.04,2.1,0.3,1100000000.0,Phutthamonthon Sai 2 Rd. Bang Chak Canal Pumping Well,Khlong Bang Chak,13.616893104385200,100.54199283343500
285,1681.0,2561,คลองบางไผ่,ถ.เลียบคลองทวีวัฒนาสุดเขต สน.ค้างพลู,29.0,7.5,3.9,0.0,5.0,58.0,12.0,3.4,1.1,0.0,1.5,0.2,7000000.0,"Liab Khlong Thawi Watthana Sudket Road, Khang Phlu Police Station",Khlong Bang Phai,13.879995929558300,100.42901681128100
286,1682.0,2561,คลองบางไผ่,ถ.พุทธมณฑลสาย2 สะพานข้าม ค.บางไผ่,29.0,7.4,3.3,0.0,5.0,74.0,5.0,3.9,1.1,0.1,1.9,0.2,430000000000.0,"Phutthamonthon Sai 2 Road, Crossing Bridge, Bang Phai Subdistrict",Khlong Bang Phai,13.879995929558300,100.42901681128100
287,1691.0,2561,คลองสามวา,หทัยราษฎร์,27.0,7.4,1.3,0.0,5.0,70.0,72.0,4.5,0.8,0.04,2.7,0.3,110000.0,Hathairat,Khlong Sam Wa,13.8476118,100.728278
288,1692.0,2561,คลองสามวา,สุเหร่าคลองสามวา,27.0,7.3,1.7,0.0,5.0,56.0,48.0,4.5,0.8,0.03,2.7,0.3,30000.0,Khlong Sam Wa Mosque,Khlong Sam Wa,13.8476118,100.728278
289,1701.0,2561,คลองพลับพลา,สถานีสูบน้ำคลองพลับพลา,29.0,7.2,0.0,0.3,13.0,63.0,46.0,10.1,5.6,0.01,1.9,1.0,1100000000.0,Khlong Phlapphla Pumping Station,Khlong Phlapphla,13.7838266,100.61336700000000
290,1702.0,2561,คลองพลับพลา,ประตูคลีนิคศูนย์แพทย์พัฒนา ถ.ประดิษฐ์มนูธรรม,29.0,7.2,0.9,0.0,11.0,52.0,13.0,8.4,4.5,0.01,1.7,0.7,7000000.0,Pattana Medical Center clinic door Praditmanutham Rd.,Khlong Phlapphla,13.7838266,100.61336700000000
291,1703.0,2561,คลองพลับพลา,หน้าลานจอดรถคลีนิคศูนย์แพทย์พัฒนา ถ.ประดิษฐ์มนูธรรม,29.0,7.2,0.0,0.1,10.0,69.0,22.0,6.2,4.2,0.02,1.9,0.8,21000000.0,"In front of the clinic parking lot, Phatthana Medical Center Praditmanutham Rd.",Khlong Phlapphla,13.7838266,100.61336700000000
292,1704.0,2561,คลองพลับพลา,หลังหมู่บ้านพลับพลา ฝั่ง สน.วังทองหลาง,29.0,7.2,1.1,0.0,11.0,80.0,18.0,10.1,4.2,0.02,1.8,0.6,150000000.0,"Behind Phlapphla Village, side of Wang Thonglang Police Station.",Khlong Phlapphla,13.7838266,100.61336700000000
293,1705.0,2561,คลองพลับพลา,ลำธารคลองพลับพลา หลัง สน.วังทองหลาง,29.0,7.2,0.0,0.1,9.0,73.0,25.0,7.8,4.8,0.01,2.1,0.7,210000000.0,"Khlong Phlapphla Stream, behind Wang Thonglang Police Station",Khlong Phlapphla,13.7838266,100.61336700000000
294,1711.0,2561,คลองพลับพลา,หลังป้อมตำรวจ ตรงข้ามคลีนิคศูนย์แพทย์พัฒนา,29.0,7.3,0.0,0.5,17.0,86.0,22.0,10.1,3.1,0.01,1.9,0.9,460000000.0,Behind the police station Opposite the Phatthana Medical Center Clinic,Khlong Phlapphla,13.7838266,100.61336700000000
295,1721.0,2561,คลองต้นสน,ซอยต้นสน หน้าโรงเรียนนานาชาติมัลเบอรี่ส์,28.0,7.5,2.0,0.0,5.0,40.0,7.0,6.2,2.1,0.0,1.7,1.7,40000000000.0,"Soi Tonson, in front of Mulberry International School",Khlong Tonson,,
296,1722.0,2561,คลองต้นสน,ซอยต้นสน หน้าสถานฑูตเนเธอร์แลนด์,28.0,7.5,3.3,0.0,15.0,63.0,10.0,5.0,1.5,0.0,2.6,1.2,40000000000.0,"Soi Tonson, in front of the Netherlands Embassy",Khlong Tonson,,
297,1731.0,2561,คลองสมคิด,ซอยสมคิด หน้าลานจอดรถซัลทรัลชิดลม,28.0,7.3,2.3,0.0,18.0,72.0,21.0,5.0,2.2,0.0,2.0,1.7,40000000000.0,"Soi Somkid, in front of Central Chidlom parking lot",Khlong Somkid,,
298,1732.0,2561,คลองสมคิด,ซอยสมคิด ก่อนโรงแรมปาร์คนายเลิศ,28.0,7.3,0.0,0.1,37.0,91.0,10.0,5.6,2.2,0.0,2.0,1.3,930000000000.0,"Soi Somkid, before Nai Lert Park Hotel",Khlong Somkid,,
299,1741.0,2561,คลองสี่,ถนนสุวินทวงศ์(เลย)บริษัทแสงสหมิตรสตีล จำกัด,28.0,7.4,1.9,0.0,5.0,34.0,44.0,1.1,0.6,0.1,2.2,0.2,70000.0,Suwinthawong Road (Loei) Saeng Sahamit Steel Company Limited,Khlong Si,14.0982861,100.6871222
300,1751.0,2561,คลองลำต้นไทร,ถนนสุวินทวงศ์ ก่อน กฟผ.สุวินทวงศ์,28.0,7.4,1.9,0.0,5.0,50.0,37.0,7.8,3.2,0.01,2.3,1.3,2100000.0,"Suwinthawong Road, before EGAT Suwinthawong",Khlong Thom Sai,13.8114387779016,100.802369553522
301,1761.0,2561,คลองบางมด,พระราม 2 (วัดยายร่ม),29.0,7.3,0.9,0.0,6.0,89.0,9.0,5.0,2.5,0.11,1.6,0.7,23000000.0,Rama 2 (Wat Yai Rom),Khlong Bang Mot,13.682954962194100,100.46352753270900
302,1762.0,2561,คลองบางมด,ซอยพุทธบูชา 24,29.0,7.4,3.5,0.0,5.0,76.0,14.0,2.8,1.5,0.13,1.5,0.6,240000000.0,Soi Phutthabucha 24,Khlong Bang Mot,13.682954962194100,100.46352753270900
303,1763.0,2561,คลองบางมด,วัดพุทธบูชา,29.0,7.3,1.9,0.0,5.0,57.0,17.0,2.8,1.1,0.37,1.6,0.5,40000.0,Buddhabucha Temple,Khlong Bang Mot,13.682954962194100,100.46352753270900
304,1764.0,2561,คลองบางมด,ถนนเลียบวงแหวน,29.0,7.3,2.5,0.0,5.0,63.0,19.0,1.7,0.8,0.3,1.8,0.5,230000.0,ring road,Khlong Bang Mot,13.682954962194100,100.46352753270900
305,12.0,2562,คลองคูเมืองเดิม,ปตร.ราชินี,29.58,6.92,2.04,0.05,7.17,59.67,13.75,4.86,1.57,0.27,2.04,0.34,1070000000.0,Her Royal Highness Princess Maha Chakri Sirindhorn,Khlong Khu Mueang Derm,13.752721017758600,100.49605032679600
306,13.0,2562,คลองคูเมืองเดิม,หน้ากรมที่ดิน,29.58,6.97,2.74,0.0,5.33,42.83,13.92,4.58,1.28,0.32,2.04,0.36,1210000000.0,Department of Lands page,Khlong Khu Mueang Derm,13.752721017758600,100.49605032679600
307,14.0,2562,คลองคูเมืองเดิม,อนุสาวรีย์แม่ธรณีมวยผม สนามหลวง,29.58,7.01,3.06,0.0,5.83,62.33,24.25,3.32,0.7,0.39,2.77,0.3,386000000.0,"Mother Earth Muay Hair Monument, Sanam Luang",Khlong Khu Mueang Derm,13.752721017758600,100.49605032679600
308,15.0,2562,คลองคูเมืองเดิม,ปตร. พระปิ่นเกล้า,29.58,7.01,3.34,0.0,4.25,53.83,33.0,3.63,0.5,0.24,3.01,0.25,94800000.0,Phra Pinklao Police Station,Khlong Khu Mueang Derm,13.752721017758600,100.49605032679600
309,16.0,2562,คลองคูเมืองเดิม,สะพานหน้ากระทรวงมหาดไทย,29.58,7.08,3.8,0.0,4.92,46.08,19.92,3.27,0.68,0.3,2.69,0.23,291000000.0,Bridge in front of the Ministry of Interior,Khlong Khu Mueang Derm,13.752721017758600,100.49605032679600
310,21.0,2562,คลองหลอดวัดราชนัดดา,หลัง  กทม. 1,29.58,7.09,1.36,0.09,9.0,60.75,15.08,5.47,2.33,0.17,1.89,0.38,54700000000.0,Behind Bangkok 1,Khlong Lod Wat Ratchanatda,,
311,31.0,2562,คลองหลอดวัดราชบพิธ,ถนนตีทอง,29.58,7.02,2.06,0.06,10.58,64.42,23.67,5.08,1.99,0.29,2.1,0.43,15600000000.0,Thi Thong Road,Khlong Lod Wat Ratchabophit,,
312,41.0,2562,คลองรอบกรุง,สะพานผ่านฟ้า,29.58,7.04,1.76,0.01,7.92,58.0,42.67,5.09,1.43,0.32,1.76,0.46,14300000000.0,Phan Fa Bridge,Khlong Rob Krung,,
313,42.0,2562,คลองรอบกรุง,หลังตลาดนานา,29.58,7.06,2.08,0.23,14.92,76.33,38.83,8.4,3.57,0.19,2.18,0.94,35500000000.0,Behind Nana Market,Khlong Rob Krung,,
314,43.0,2562,คลองรอบกรุง,ปตร. บางลำภู,29.58,7.09,3.2,0.0,6.83,55.5,36.75,4.1,1.71,0.2,2.5,0.33,40400000000.0,Bang Lamphu Police Station,Khlong Rob Krung,,
315,51.0,2562,คลองรอบกรุง,ปตร. โอ่งอ่าง,29.58,7.08,2.7,0.0,5.92,61.17,40.83,4.57,1.92,0.26,2.57,0.72,13100000000.0,Police Station Ong Ang,Khlong Rob Krung,,
316,52.0,2562,คลองรอบกรุง,สะพานดำรงสถิต  (ถนนเจริญกรุง),29.58,7.1,1.39,0.02,7.0,57.83,25.0,4.72,1.86,0.41,1.93,0.52,28800000000.0,Damrongsathit Bridge  (Charoen Krung Road),Khlong Rob Krung,,
317,53.0,2562,คลองรอบกรุง,สะพานสมมตอมรมารค (ถนนบำรุงเมือง),29.58,7.12,1.12,0.01,7.0,55.25,23.42,5.28,2.43,0.35,1.71,0.49,28800000000.0,Somtom Amonmark Bridge (Bamrung Mueang Road),Khlong Rob Krung,,
318,61.0,2562,คลองมหานาค,สะพานดำรัส,28.5,6.87,2.18,0.0,6.75,61.08,48.25,4.63,2.05,0.28,1.68,0.63,955000000000.0,Damrat Bridge,Mahanak Canal,,
319,62.0,2562,คลองมหานาค,สะพานเจริญราษฎร์,28.5,6.9,2.05,0.0,7.67,58.08,59.83,4.53,1.72,0.25,1.41,0.57,489000000000.0,Charoen Rat Bridge,Mahanak Canal,,
320,63.0,2562,คลองมหานาค,เจริญผล,28.5,6.99,2.31,0.02,7.5,51.75,49.5,4.01,1.99,0.26,2.15,0.52,35900000000.0,flourish,Mahanak Canal,,
321,72.0,2562,คลองผดุงกรุงเกษม,สถานีสูบน้ำกรุงเกษม,28.5,7.0,2.08,0.0,7.42,50.25,26.67,4.62,1.74,0.3,1.71,0.59,148000000000.0,Krung Kasem Pumping Station,Khlong Phadung Krung Kasem,13.758451025460300,100.51469202709700
322,73.0,2562,คลองผดุงกรุงเกษม,สถานีรถไฟกรุงเทพ,28.5,6.99,1.44,0.0,7.5,54.08,15.83,5.22,2.38,0.2,1.15,0.57,250000000000.0,Bangkok Railway Station,Khlong Phadung Krung Kasem,13.758451025460300,100.51469202709700
323,74.0,2562,คลองผดุงกรุงเกษม,หน้ากรมวิเทศสหการ,28.5,7.04,2.9,0.0,5.42,53.67,25.83,3.45,0.98,0.26,2.58,0.33,8920000000.0,Department of Mutual Affairs page,Khlong Phadung Krung Kasem,13.758451025460300,100.51469202709700
324,75.0,2562,คลองผดุงกรุงเกษม,ตลาดเทวราช,28.5,7.13,2.54,0.0,6.25,52.0,26.42,3.08,0.85,0.13,2.58,0.43,3730000000.0,Thewarat Market,Khlong Phadung Krung Kasem,13.758451025460300,100.51469202709700
325,76.0,2562,คลองผดุงกรุงเกษม,ปตร. เทเวศน์,28.5,7.13,3.27,0.0,5.0,47.33,30.83,2.48,0.45,0.17,2.93,0.28,9230000000.0,Police Station Thewet,Khlong Phadung Krung Kasem,13.758451025460300,100.51469202709700
326,81.0,2562,คลองสามเสน,ปตร. สามเสน,29.42,6.88,1.29,0.03,9.08,52.67,12.0,5.75,3.09,0.27,1.81,0.82,5830000000.0,Samsen Police Station,Khlong Samsen,13.784915972259100,100.50824894184100
327,82.0,2562,คลองสามเสน,วัดโบสถ์,29.42,6.91,1.11,0.05,9.67,63.33,12.25,5.84,2.58,0.27,1.96,0.81,1930000000000.0,Wat Bosat,Khlong Samsen,13.784915972259100,100.50824894184100
328,83.0,2562,คลองสามเสน,อนุสาวรีย์ชัยสมรภูมิ,29.42,7.03,1.52,0.04,9.75,54.25,30.83,4.95,1.96,0.29,2.63,0.73,6690000000.0,Victory Monument,Khlong Samsen,13.784915972259100,100.50824894184100
329,85.0,2562,คลองสามเสน,หลังแฟลตดินแดง,29.42,7.03,1.26,0.04,10.67,56.25,20.08,5.79,2.78,0.25,2.51,0.83,21200000000.0,behind Din Daeng flats,Khlong Samsen,13.784915972259100,100.50824894184100
330,90.0,2562,คลองแสนแสบ,ตลาดหนองจอก,29.5,7.08,3.5,0.0,5.42,34.83,43.33,4.43,1.44,0.1,1.35,0.44,23000000.0,Nong Chok Market,Khlong Saen Saep,13.8552097,100.8274538
331,91.0,2562,คลองแสนแสบ,ถนนอโศกดินแดง,29.25,7.02,2.13,0.0,12.0,56.42,82.67,9.39,4.52,0.26,1.23,0.78,317000000.0,Asoke Din Daeng Road,Khlong Saen Saep,13.8552097,100.8274538
332,92.0,2562,คลองแสนแสบ,ปตร.แสนแสบ (ถ.เพชรบุรี ซ.ประสานมิตร),29.33,7.09,2.15,0.01,12.92,61.0,87.42,10.03,6.08,0.23,1.18,0.87,621000000.0,"Saen Saep Police Station (Phetchaburi Road, Soi Prasarnmit)",Khlong Saen Saep,13.8552097,100.8274538
333,93.0,2562,คลองแสนแสบ,ซอยเทพลีลา,29.33,7.17,1.53,0.05,11.08,51.83,47.25,12.14,6.98,0.02,1.48,1.0,11900000000.0,Soi Theplila,Khlong Saen Saep,13.8552097,100.8274538
334,94.0,2562,คลองแสนแสบ,สะพานบางกะปิ,29.33,7.24,1.38,0.06,12.17,59.67,43.08,12.97,8.03,0.02,1.54,0.97,5630000000.0,Bang Kapi Bridge,Khlong Saen Saep,13.8552097,100.8274538
335,95.0,2562,คลองแสนแสบ,วัดบำเพ็ญเหนือ,29.5,7.13,2.61,0.0,7.58,45.17,22.92,9.19,3.71,0.12,1.61,1.07,36300000.0,Wat Bamphen Nuea,Khlong Saen Saep,13.8552097,100.8274538
336,96.0,2562,คลองแสนแสบ,มีนบุรี  (รร.สตรีวิทยามีนบุรี),29.5,7.16,2.83,0.0,7.08,38.42,25.67,7.71,3.41,0.12,1.55,1.18,103000000.0,Minburi (Satri Witthaya Minburi School),Khlong Saen Saep,13.8552097,100.8274538
337,97.0,2562,คลองแสนแสบ,ปตร.แสนแสบ (ของกรมชลประทาน),29.5,7.15,3.49,0.0,6.08,37.42,21.58,7.7,2.6,0.16,1.58,0.6,1620000.0,Saen Saep Police Station (of the Royal Irrigation Department),Khlong Saen Saep,13.8552097,100.8274538
338,98.0,2562,คลองแสนแสบ,สะพานประตูน้ำเวิลเทรดเซ็นเตอร์,29.33,7.29,2.09,0.0,9.58,58.08,54.17,7.8,3.33,0.27,2.01,0.6,963000000.0,Pratunam World Trade Center Bridge,Khlong Saen Saep,13.8552097,100.8274538
339,99.0,2562,คลองแสนแสบ,ถนนเลียบวารี,29.5,7.19,3.74,0.0,4.17,42.42,33.5,4.34,1.37,0.15,1.72,0.35,290000.0,Along Waree Road,Khlong Saen Saep,13.8552097,100.8274538
340,99.1,2562,คลองแสนแสบ,ถ.สังฆสันติสุข ซ.โรงเรียนสุเหร่าใหม่,29.5,7.32,4.26,0.0,3.67,38.58,74.58,3.53,0.86,0.03,1.14,0.25,533000.0,Sangkhasantisuk Rd. Soi New Mosque School,Khlong Saen Saep,13.8552097,100.8274538
341,101.0,2562,คลองตัน,ปตร. คลองตัน,28.75,7.13,1.4,0.19,20.0,71.67,31.5,14.57,9.78,0.07,1.98,1.42,5700000000.0,Khlong Tan Police Station,Khlong Tan,13.7254403,100.5717444
342,112.0,2562,คลองเปรมประชากร,สี่แยกสะพานแดง,29.0,7.03,2.21,0.0,6.58,43.08,8.75,7.69,4.09,0.06,1.63,0.82,44400000000.0,Saphan Daeng Intersection,Khlong Prem Prachakorn,,
343,113.0,2562,คลองเปรมประชากร,ตลาดบางซื่อ,29.0,7.17,1.53,0.03,8.83,47.08,8.08,7.99,4.27,0.1,1.83,0.77,28100000000.0,Bang Sue Market,Khlong Prem Prachakorn,,
